Oblast,Raion,Hromada,Settlement,Population
AR of Crimea,Feodosiiskyi,Illichivska,Heorhiivka,0
AR of Crimea,Feodosiiskyi,Illichivska,Kyianly,1164
AR of Crimea,Feodosiiskyi,Illichivska,Nadezhda,634
AR of Crimea,Feodosiiskyi,Illichivska,Richne,15
AR of Crimea,Feodosiiskyi,Illichivska,Shakhtyne,546
AR of Crimea,Feodosiiskyi,Illichivska,Vostochne,700
AR of Crimea,Feodosiiskyi,Kirovska,Isliam-Terek,7067
AR of Crimea,Feodosiiskyi,Koktebelska,Koktebel,2863
AR of Crimea,Feodosiiskyi,Koktebelska,Nanikove,556
AR of Crimea,Feodosiiskyi,Krasnoflotska,Kainash,1164
AR of Crimea,Feodosiiskyi,Krasnoflotska,Lebedynka,83
AR of Crimea,Feodosiiskyi,Krasnoflotska,Markove,446
AR of Crimea,Feodosiiskyi,Krasnoflotska,Varvarivka,589
AR of Crimea,Feodosiiskyi,Krasnohvardiiska,Lokhivka,469
AR of Crimea,Feodosiiskyi,Krasnohvardiiska,Luchove,68
AR of Crimea,Feodosiiskyi,Krasnohvardiiska,Novyi Tsiurikhtal,1512
AR of Crimea,Feodosiiskyi,Lhovska,Dobroliubovka,330
AR of Crimea,Feodosiiskyi,Lhovska,Dolynne,197
AR of Crimea,Feodosiiskyi,Lhovska,Lhovske,2055
AR of Crimea,Feodosiiskyi,Lhovska,Prudy,356
AR of Crimea,Feodosiiskyi,Mizhrichenska,Mizhrichchia,495
AR of Crimea,Feodosiiskyi,Mizhrichenska,Voron,202
AR of Crimea,Feodosiiskyi,Morska,Hromivka,178
AR of Crimea,Feodosiiskyi,Morska,Morske,2160
AR of Crimea,Feodosiiskyi,Nasypnivska,Blyzhnie,2737
AR of Crimea,Feodosiiskyi,Nasypnivska,Hertsenberh,48
AR of Crimea,Feodosiiskyi,Nasypnivska,Nasypne,1663
AR of Crimea,Feodosiiskyi,Nasypnivska,Pidhirne,318
AR of Crimea,Feodosiiskyi,Nasypnivska,Soniachne,930
AR of Crimea,Feodosiiskyi,Nasypnivska,Vynohradne,276
AR of Crimea,Feodosiiskyi,Nasypnivska,Yuzhne,768
AR of Crimea,Feodosiiskyi,Nekrasovska,Deppar-Yurt,775
AR of Crimea,Feodosiiskyi,Nekrasovska,Nekrasovka,1337
AR of Crimea,Feodosiiskyi,Novosvitska,Novyi Svit,1100
AR of Crimea,Feodosiiskyi,Ordzhonikidzevska,Kaihador,2643
AR of Crimea,Feodosiiskyi,Partyzanska,Partyzany,1724
AR of Crimea,Feodosiiskyi,Partyzanska,Spasivka,97
AR of Crimea,Feodosiiskyi,Pervomaiska,Iziumivka,1058
AR of Crimea,Feodosiiskyi,Pervomaiska,Izobilne,205
AR of Crimea,Feodosiiskyi,Pervomaiska,Kliuchove,82
AR of Crimea,Feodosiiskyi,Pervomaiska,Pervomaiske,3458
AR of Crimea,Feodosiiskyi,Pervomaiska,Sadove,415
AR of Crimea,Feodosiiskyi,Pervomaiska,Vidvazhne,542
AR of Crimea,Feodosiiskyi,Pervomaiska,Zhemchuzhyna Krymu,310
AR of Crimea,Feodosiiskyi,Prudivska,Prudy,2589
AR of Crimea,Feodosiiskyi,Prudivska,Pryvilne,554
AR of Crimea,Feodosiiskyi,Prymorska,Prymorskyi,14938
AR of Crimea,Feodosiiskyi,Pryvitnenska,Aivazovske,209
AR of Crimea,Feodosiiskyi,Pryvitnenska,Pryvitne,3059
AR of Crimea,Feodosiiskyi,Pushkinska,Makivka,295
AR of Crimea,Feodosiiskyi,Pushkinska,Pushkine,1320
AR of Crimea,Feodosiiskyi,Shchebetovska,Krasnokamianka,1188
AR of Crimea,Feodosiiskyi,Shchebetovska,Kurortne,340
AR of Crimea,Feodosiiskyi,Shchebetovska,Shchebetovka,3504
AR of Crimea,Feodosiiskyi,Soniachnodolynska,Bahativka,718
AR of Crimea,Feodosiiskyi,Soniachnodolynska,Myndalne,6
AR of Crimea,Feodosiiskyi,Soniachnodolynska,Pryberezhne,3
AR of Crimea,Feodosiiskyi,Soniachnodolynska,Soniachna Dolyna,1359
AR of Crimea,Feodosiiskyi,Sovietska,Ichki,10963
AR of Crimea,Feodosiiskyi,Starokrymska,Staryi Krym,9512
AR of Crimea,Feodosiiskyi,Sudatska,Sudak,15457
AR of Crimea,Feodosiiskyi,Synytsynska,Krasnivka,261
AR of Crimea,Feodosiiskyi,Synytsynska,Synytsyne,1415
AR of Crimea,Feodosiiskyi,Synytsynska,Vasylkove,413
AR of Crimea,Feodosiiskyi,Tokarievska,Shubyne,1041
AR of Crimea,Feodosiiskyi,Tokarievska,Tokarieve,1113
AR of Crimea,Feodosiiskyi,Urozhainivska,Prysyvashne,372
AR of Crimea,Feodosiiskyi,Urozhainivska,Urozhaine,1175
AR of Crimea,Feodosiiskyi,Veselivska,Vesele,1569
AR of Crimea,Feodosiiskyi,Vladyslavivska,Vladyslavivka,3454
AR of Crimea,Feodosiiskyi,Vladyslavivska,Vuzlove,66
AR of Crimea,Feodosiiskyi,Yarkopolenska,Krasnosilske,558
AR of Crimea,Feodosiiskyi,Yarkopolenska,Novofedorivka,52
AR of Crimea,Feodosiiskyi,Yarkopolenska,Orikhivka,382
AR of Crimea,Feodosiiskyi,Yarkopolenska,Sofiivka,22
AR of Crimea,Feodosiiskyi,Yarkopolenska,Trudoliubivka,628
AR of Crimea,Feodosiiskyi,Yarkopolenska,Yarke Pole,4922
AR of Crimea,Feodosiiskyi,Zavitnenska,Pchilnyky,646
AR of Crimea,Feodosiiskyi,Zavitnenska,Zavitne,1848
AR of Crimea,Feodosiiskyi,Zhuravska,Makivske,294
AR of Crimea,Feodosiiskyi,Zhuravska,Novopokrovka,1530
AR of Crimea,Feodosiiskyi,Zhuravska,Tutivka,64
AR of Crimea,Feodosiiskyi,Zhuravska,Vydne,3
AR of Crimea,Feodosiiskyi,Zhuravska,Zhuravky,3187
AR of Crimea,Feodosiiskyi,Zolotopolenska,Vidrodzhennia,805
AR of Crimea,Feodosiiskyi,Zolotopolenska,Zolote Pole,3214
AR of Crimea,Kerchenskyi,Baherivska,Baherove,3894
AR of Crimea,Kerchenskyi,Baherivska,Ivanivka,219
AR of Crimea,Kerchenskyi,Batalnenska,Batalne,1482
AR of Crimea,Kerchenskyi,Batalnenska,Yachminne,162
AR of Crimea,Kerchenskyi,Batalnenska,Yuzhne,120
AR of Crimea,Kerchenskyi,Bielinska,Bielinske,519
AR of Crimea,Kerchenskyi,Bielinska,Novovidradne,240
AR of Crimea,Kerchenskyi,Bielinska,Nyzhnozamorske,81
AR of Crimea,Kerchenskyi,Bielinska,Stantsiine,129
AR of Crimea,Kerchenskyi,Bielinska,Verkhnozamorske,100
AR of Crimea,Kerchenskyi,Bielinska,Zolote,155
AR of Crimea,Kerchenskyi,Cheliadinivska,Cheliadinove,923
AR of Crimea,Kerchenskyi,Cheliadinivska,Ohonky,140
AR of Crimea,Kerchenskyi,Chystopilska,Chystopillia,2091
AR of Crimea,Kerchenskyi,Chystopilska,Kytai,461
AR of Crimea,Kerchenskyi,Chystopilska,Tasunove,41
AR of Crimea,Kerchenskyi,Chystopilska,Zatyshne,207
AR of Crimea,Kerchenskyi,Hlazivska,Hlazivka,1272
AR of Crimea,Kerchenskyi,Hlazivska,Osovyny,294
AR of Crimea,Kerchenskyi,Hlazivska,Yurkyne,92
AR of Crimea,Kerchenskyi,Hornostaivska,Hornostaivka,2641
AR of Crimea,Kerchenskyi,Illichivska,Kara-Kuiu,1868
AR of Crimea,Kerchenskyi,Kalynivska,Kalynivka,2414
AR of Crimea,Kerchenskyi,Kerchenska,Kerch,145265
AR of Crimea,Kerchenskyi,Kirovska,Karsa,1072
AR of Crimea,Kerchenskyi,Kirovska,Vulkanivka,230
AR of Crimea,Kerchenskyi,Kirovska,Yarke,92
AR of Crimea,Kerchenskyi,Krasnohirska,Korolove,125
AR of Crimea,Kerchenskyi,Krasnohirska,Krasnohirka,998
AR of Crimea,Kerchenskyi,Leninska,Yedy-Kuiu,7881
AR of Crimea,Kerchenskyi,Leninska,Fontan,307
AR of Crimea,Kerchenskyi,Leninska,Poltavske,1970
AR of Crimea,Kerchenskyi,Luhivska,Luhove,1094
AR of Crimea,Kerchenskyi,Luhivska,Yerofieieve,173
AR of Crimea,Kerchenskyi,Marfivska,Marfivka,1235
AR of Crimea,Kerchenskyi,Marfivska,Novoselivka,78
AR of Crimea,Kerchenskyi,Marfivska,Prudnykove,29
AR of Crimea,Kerchenskyi,Marivska,Borysivka,37
AR of Crimea,Kerchenskyi,Marivska,Marivka,679
AR of Crimea,Kerchenskyi,Marivska,Ptashkyne,57
AR of Crimea,Kerchenskyi,Marivska,Viaznykove,65
AR of Crimea,Kerchenskyi,Mysivska,Azovske,48
AR of Crimea,Kerchenskyi,Mysivska,Mysove,506
AR of Crimea,Kerchenskyi,Mysivska,Semenivka,282
AR of Crimea,Kerchenskyi,Mysivska,Zavodske,238
AR of Crimea,Kerchenskyi,Novomykolaivska,Novomykolaivka,1391
AR of Crimea,Kerchenskyi,Oktiabrska,Melek-Chesme,1479
AR of Crimea,Kerchenskyi,Ostaninska,Ostanine,1435
AR of Crimea,Kerchenskyi,Ostaninska,Pisochne,228
AR of Crimea,Kerchenskyi,Ostaninska,Zelenyi Yar,70
AR of Crimea,Kerchenskyi,Pryozernivska,Pryozerne,3129
AR of Crimea,Kerchenskyi,Semysotska,Frontove,208
AR of Crimea,Kerchenskyi,Semysotska,Kamianske,226845
AR of Crimea,Kerchenskyi,Semysotska,Lvove,11
AR of Crimea,Kerchenskyi,Semysotska,Petrove,88
AR of Crimea,Kerchenskyi,Semysotska,Semysotka,1761
AR of Crimea,Kerchenskyi,Semysotska,Soliane,91
AR of Crimea,Kerchenskyi,Shcholkinska,Shcholkine,11184
AR of Crimea,Kerchenskyi,Uvarivska,Uvarove,1016
AR of Crimea,Kerchenskyi,Voikovska,Bondarenkove,721
AR of Crimea,Kerchenskyi,Voikovska,Katyrlez,4258
AR of Crimea,Kerchenskyi,Voikovska,Kurortne,186
AR of Crimea,Kerchenskyi,Voikovska,Yehorove,56
AR of Crimea,Kerchenskyi,Vynohradnenska,Romanove,236
AR of Crimea,Kerchenskyi,Vynohradnenska,Vynohradne,1248
AR of Crimea,Kerchenskyi,Zavitnenska,Kostyrine,140
AR of Crimea,Kerchenskyi,Zavitnenska,Naberezhne,155
AR of Crimea,Kerchenskyi,Zavitnenska,Yakovenkove,139
AR of Crimea,Kerchenskyi,Zavitnenska,Zavitne,1405
AR of Crimea,Kurmanskyi,Abrykosivska,Abrykosove,1030
AR of Crimea,Kurmanskyi,Amurska,Amurske,2711
AR of Crimea,Kurmanskyi,Amurska,Iskra,220
AR of Crimea,Kurmanskyi,Amurska,Novoivanivka,133
AR of Crimea,Kurmanskyi,Amurska,Novooleksiievka,601
AR of Crimea,Kurmanskyi,Amurska,Novozuivka,621
AR of Crimea,Kurmanskyi,Amurska,Tsvitkove,224
AR of Crimea,Kurmanskyi,Chernovska,Chernove,893
AR of Crimea,Kurmanskyi,Chernovska,Devlet-Ali,352
AR of Crimea,Kurmanskyi,Chernovska,Kashtanivka,388
AR of Crimea,Kurmanskyi,Hryshynska,Biiuk-Borash,557
AR of Crimea,Kurmanskyi,Hryshynska,Hryshyne,1869
AR of Crimea,Kurmanskyi,Hryshynska,Vypasne,135
AR of Crimea,Kurmanskyi,Hvardiiska,Bratske,480
AR of Crimea,Kurmanskyi,Hvardiiska,Hvardiiske,1145
AR of Crimea,Kurmanskyi,Hvardiiska,Olenivka,412
AR of Crimea,Kurmanskyi,Kalininska,Irade,698
AR of Crimea,Kurmanskyi,Kalininska,Pobiedyne,248
AR of Crimea,Kurmanskyi,Kalininska,Umiut,1156
AR of Crimea,Kurmanskyi,Kalininska,Vyshniakivka,350
AR of Crimea,Kurmanskyi,Kalininska,Orman-Adzhy,1990
AR of Crimea,Kurmanskyi,Kalininska,#N/A,250
AR of Crimea,Kurmanskyi,Klepyninska,Karpivka,1096
AR of Crimea,Kurmanskyi,Klepyninska,Klepynine,2146
AR of Crimea,Kurmanskyi,Klepyninska,Yastrubivka,242
AR of Crimea,Kurmanskyi,Kolodiazianska,Dokuchaieve,477
AR of Crimea,Kurmanskyi,Kolodiazianska,Kolodiazne,1379
AR of Crimea,Kurmanskyi,Kolodiazianska,Polohy,291
AR of Crimea,Kurmanskyi,Kormivska,Botash,83
AR of Crimea,Kurmanskyi,Kormivska,Kormove,1694
AR of Crimea,Kurmanskyi,Kormivska,Tykhonivka,376
AR of Crimea,Kurmanskyi,Kotelnykivska,Dibrivske,898
AR of Crimea,Kurmanskyi,Kotelnykivska,Kotelnykove,1383
AR of Crimea,Kurmanskyi,Kotelnykivska,Mashyne,56
AR of Crimea,Kurmanskyi,Krasnohvardiiska,Kurman,10766
AR of Crimea,Kurmanskyi,Krasnohvardiiska,Vydne,750
AR of Crimea,Kurmanskyi,Krasnoznamianska,Raduzhne,13
AR of Crimea,Kurmanskyi,Krasnoznamianska,Rohove,350
AR of Crimea,Kurmanskyi,Krasnoznamianska,Staryi Mlyn,1196
AR of Crimea,Kurmanskyi,Krasnoznamianska,Symonenko,259
AR of Crimea,Kurmanskyi,Krasnoznamianska,Traktove,473
AR of Crimea,Kurmanskyi,Krasnoznamianska,Tymoshenko,689
AR of Crimea,Kurmanskyi,Krestianivska,Krestianivka,1623
AR of Crimea,Kurmanskyi,Krestianivska,Nova Derevnia,375
AR of Crimea,Kurmanskyi,Leninska,Kyr-Bailar,1863
AR of Crimea,Kurmanskyi,Leninska,Priame,179
AR of Crimea,Kurmanskyi,Leninska,Zvizdne,216
AR of Crimea,Kurmanskyi,Marianivska,Davchy,221
AR of Crimea,Kurmanskyi,Marianivska,Marianivka,2338
AR of Crimea,Kurmanskyi,Marianivska,Shcherbakove,578
AR of Crimea,Kurmanskyi,Naidonivska,Naidonivka,1379
AR of Crimea,Kurmanskyi,Naidonivska,Orlivka,120
AR of Crimea,Kurmanskyi,Naidonivska,Zolote,88
AR of Crimea,Kurmanskyi,Novopokrovska,Krasna Dolyna,72
AR of Crimea,Kurmanskyi,Novopokrovska,Muskatne,1464
AR of Crimea,Kurmanskyi,Novopokrovska,Myronivka,173
AR of Crimea,Kurmanskyi,Novopokrovska,Nevske,291
AR of Crimea,Kurmanskyi,Novopokrovska,Novodolynka,18
AR of Crimea,Kurmanskyi,Novopokrovska,Novopokrovka,1471
AR of Crimea,Kurmanskyi,Novopokrovska,Protochne,254
AR of Crimea,Kurmanskyi,Oktiabrska,Biiuk-Onlar,11572
AR of Crimea,Kurmanskyi,Oktiabrska,Kamianka,214
AR of Crimea,Kurmanskyi,Oktiabrska,Kuchuk-Borash,1445
AR of Crimea,Kurmanskyi,Oleksandrivska,Krasnodarka,651
AR of Crimea,Kurmanskyi,Oleksandrivska,Oleksandrivka,1621
AR of Crimea,Kurmanskyi,Oleksandrivska,Tymashivka,671
AR of Crimea,Kurmanskyi,Oleksiivska,Oleksiivka,1283
AR of Crimea,Kurmanskyi,Oleksiivska,Pryvilne,134
AR of Crimea,Kurmanskyi,Ostrovska,Kyiat,1633
AR of Crimea,Kurmanskyi,Ostrovska,Melnychne,391
AR of Crimea,Kurmanskyi,Ostrovska,Snihurivka,370
AR of Crimea,Kurmanskyi,Pervomaiska,Makarivka,36
AR of Crimea,Kurmanskyi,Pervomaiska,Pervomaiske,9001
AR of Crimea,Kurmanskyi,Pervomaiska,Pshenychne,504
AR of Crimea,Kurmanskyi,Pervomaiska,Uporne,320
AR of Crimea,Kurmanskyi,Petrivska,Blyzhnie,957
AR of Crimea,Kurmanskyi,Petrivska,Izvestkove,310
AR of Crimea,Kurmanskyi,Petrivska,Krasna Poliana,806
AR of Crimea,Kurmanskyi,Petrivska,Kremnivka,626
AR of Crimea,Kurmanskyi,Petrivska,Myroliubivka,795
AR of Crimea,Kurmanskyi,Petrivska,Novoestoniia,1036
AR of Crimea,Kurmanskyi,Petrivska,Petrivka,6717
AR of Crimea,Kurmanskyi,Petrivska,Pushkine,698
AR of Crimea,Kurmanskyi,Piatykhatska,Azov,191
AR of Crimea,Kurmanskyi,Piatykhatska,Kholmove,10
AR of Crimea,Kurmanskyi,Piatykhatska,Mendelieieve,241
AR of Crimea,Kurmanskyi,Piatykhatska,Piatykhatka,2737
AR of Crimea,Kurmanskyi,Piatykhatska,Salhyrka,9
AR of Crimea,Kurmanskyi,Piatykhatska,Zarichne,216
AR of Crimea,Kurmanskyi,Poltavska,Komarivka,656
AR of Crimea,Kurmanskyi,Poltavska,Kurhanne,32
AR of Crimea,Kurmanskyi,Poltavska,Poltavka,2132
AR of Crimea,Kurmanskyi,Pravdivska,Arbuzove,292
AR of Crimea,Kurmanskyi,Pravdivska,Der-Emes,1628
AR of Crimea,Kurmanskyi,Pravdivska,Matviivka,340
AR of Crimea,Kurmanskyi,Rivnivska,Molochne,573
AR of Crimea,Kurmanskyi,Rivnivska,Nekrasove,1010
AR of Crimea,Kurmanskyi,Rivnivska,Novomykilske,485
AR of Crimea,Kurmanskyi,Rivnivska,Rivne,2000
AR of Crimea,Kurmanskyi,Sarybashivska,Sary-Bash,1261
AR of Crimea,Kurmanskyi,Stakhanovska,Beshuili-Iliak,1087
AR of Crimea,Kurmanskyi,Stakhanovska,Dalnie,90
AR of Crimea,Kurmanskyi,Stepnivska,Krylovka,428
AR of Crimea,Kurmanskyi,Stepnivska,Stepne,1974
AR of Crimea,Kurmanskyi,Susaninska,Panfilovka,243
AR of Crimea,Kurmanskyi,Susaninska,Rivne,248
AR of Crimea,Kurmanskyi,Susaninska,Susanine,968
AR of Crimea,Kurmanskyi,Voikovska,Aibar,1890
AR of Crimea,Kurmanskyi,Voikovska,Dmytrivka,258
AR of Crimea,Kurmanskyi,Voikovska,Vidkryte,296
AR of Crimea,Kurmanskyi,Voskhodnenska,Dokhodne,180
AR of Crimea,Kurmanskyi,Voskhodnenska,Klymove,870
AR of Crimea,Kurmanskyi,Voskhodnenska,Nakhimove,212
AR of Crimea,Kurmanskyi,Voskhodnenska,Neishprotsunh,441
AR of Crimea,Kurmanskyi,Voskhodnenska,Novosiltsi,452
AR of Crimea,Kurmanskyi,Voskhodnenska,Plodorodne,445
AR of Crimea,Kurmanskyi,Voskhodnenska,Volodymyrove,104
AR of Crimea,Kurmanskyi,Voskhodnenska,Voskhod,6810
AR of Crimea,Kurmanskyi,Voskhodnenska,Znamianka,599
AR of Crimea,Kurmanskyi,Voskhodnenska,Zoria,365
AR of Crimea,Kurmanskyi,Yantarnenska,Boranhar,796
AR of Crimea,Kurmanskyi,Yantarnenska,Hryhorivka,395
AR of Crimea,Kurmanskyi,Yantarnenska,Udachne,1111
AR of Crimea,Kurmanskyi,Yantarnenska,Yantarne,2593
AR of Crimea,Kurmanskyi,Zernivska,Novokaterynivka,350
AR of Crimea,Kurmanskyi,Zernivska,Zernove,1385
AR of Crimea,Perekopskyi,Armianska,Armiansk,22337
AR of Crimea,Perekopskyi,Berezivska,Berezivka,1835
AR of Crimea,Perekopskyi,Berezivska,Nyva,834
AR of Crimea,Perekopskyi,Berezivska,Tavkel-Naiman,211
AR of Crimea,Perekopskyi,Botanichna,Botanichne,2003
AR of Crimea,Perekopskyi,Botanichna,Chervone,50
AR of Crimea,Perekopskyi,Botanichna,Kumove,1112
AR of Crimea,Perekopskyi,Bratska,Bratske,1160
AR of Crimea,Perekopskyi,Bratska,Poltavske,523
AR of Crimea,Perekopskyi,Bratska,Svatove,230
AR of Crimea,Perekopskyi,Chernyshivska,Chernyshove,2202
AR of Crimea,Perekopskyi,Chernyshivska,Kropotkine,1071
AR of Crimea,Perekopskyi,Chernyshivska,Portove,105
AR of Crimea,Perekopskyi,Filativska,Filativka,1089
AR of Crimea,Perekopskyi,Filativska,Karpova Balka,170
AR of Crimea,Perekopskyi,Illinska,Illinka,1365
AR of Crimea,Perekopskyi,Illinska,Kurhanne,176
AR of Crimea,Perekopskyi,Illinska,Traktove,353
AR of Crimea,Perekopskyi,Illinska,Vorontsivka,311
AR of Crimea,Perekopskyi,Ishunska,As,222
AR of Crimea,Perekopskyi,Ishunska,Ishun,3440
AR of Crimea,Perekopskyi,Ishunska,Novorybatske,119
AR of Crimea,Perekopskyi,Ishunska,Tankove,258
AR of Crimea,Perekopskyi,Kovylnivska,Kovylne,833
AR of Crimea,Perekopskyi,Kovylnivska,Molochne,75
AR of Crimea,Perekopskyi,Kovylnivska,Sinokisne,1244
AR of Crimea,Perekopskyi,Kovylnivska,Vitrianka,285
AR of Crimea,Perekopskyi,Kovylnivska,Volochaivka,409
AR of Crimea,Perekopskyi,Krasnoarmiiska,Myrza-Koiash,1247
AR of Crimea,Perekopskyi,Krasnoarmiiska,Nadezhdyne,147
AR of Crimea,Perekopskyi,Krasnoarmiiska,Smushkyne,72
AR of Crimea,Perekopskyi,Krasnoperekopska,Yany Kapu,29815
AR of Crimea,Perekopskyi,Kukushkinska,Kukushkine,1111
AR of Crimea,Perekopskyi,Kukushkinska,Vohni,676
AR of Crimea,Perekopskyi,Mahazynska,Bohachivka,101
AR of Crimea,Perekopskyi,Mahazynska,Mahazynka,1640
AR of Crimea,Perekopskyi,Mahazynska,Novoivanivka,786
AR of Crimea,Perekopskyi,Mahazynska,Novooleksandrivka,424
AR of Crimea,Perekopskyi,Novopavlivska,Dolynka,771
AR of Crimea,Perekopskyi,Novopavlivska,Novopavlivka,1018
AR of Crimea,Perekopskyi,Novopavlivska,Pryvilne,538
AR of Crimea,Perekopskyi,Novoselivska,Novoselivske,3415
AR of Crimea,Perekopskyi,Novoselivska,Sieverne,167
AR of Crimea,Perekopskyi,Orlivska,Novomykolaivka,567
AR of Crimea,Perekopskyi,Orlivska,Orlivske,1406
AR of Crimea,Perekopskyi,Orlivska,Shatry,251
AR of Crimea,Perekopskyi,Orlivska,Znamianka,46
AR of Crimea,Perekopskyi,Pochetnenska,Piatykhatka,635
AR of Crimea,Perekopskyi,Pochetnenska,Pochetne,1483
AR of Crimea,Perekopskyi,Rozdolnenska,Rozdolne,7320
AR of Crimea,Perekopskyi,Ruchivska,Fedorivka,452
AR of Crimea,Perekopskyi,Ruchivska,Horodnie,191
AR of Crimea,Perekopskyi,Ruchivska,Kereit,118
AR of Crimea,Perekopskyi,Ruchivska,Komyshne,431
AR of Crimea,Perekopskyi,Ruchivska,Maksymivka,273
AR of Crimea,Perekopskyi,Ruchivska,Ruchi,1269
AR of Crimea,Perekopskyi,Serebrianska,Bakhchivka,203
AR of Crimea,Perekopskyi,Serebrianska,Chekhove,351
AR of Crimea,Perekopskyi,Serebrianska,Kashtanivka,99
AR of Crimea,Perekopskyi,Serebrianska,Orlivka,1121
AR of Crimea,Perekopskyi,Serebrianska,Serebrianka,1003
AR of Crimea,Perekopskyi,Serebrianska,Sokoly,264
AR of Crimea,Perekopskyi,Slavnivska,Biuiten,687
AR of Crimea,Perekopskyi,Slavnivska,Rylieievka,243
AR of Crimea,Perekopskyi,Slavnivska,Slavne,1261
AR of Crimea,Perekopskyi,Slavnivska,Sterehushche,222
AR of Crimea,Perekopskyi,Slovianska,Slovianske,1297
AR of Crimea,Perekopskyi,Slovianska,Tatysh-Konrat,403
AR of Crimea,Perekopskyi,Sovkhoznenska,Karakul,1531
AR of Crimea,Perekopskyi,Sovkhoznenska,Rysove,704
AR of Crimea,Perekopskyi,Sovkhoznenska,Tavriiske,946
AR of Crimea,Perekopskyi,Suvorovska,Perekop,893
AR of Crimea,Perekopskyi,Suvorovska,Suvorove,1299
AR of Crimea,Perekopskyi,Suvorovska,Voloshyne,215
AR of Crimea,Perekopskyi,Voinska,Istochne,987
AR of Crimea,Perekopskyi,Voinska,Voinka,4384
AR of Crimea,Perekopskyi,Vyshnivska,Kripke,384
AR of Crimea,Perekopskyi,Vyshnivska,Utkine,78
AR of Crimea,Perekopskyi,Vyshnivska,Vyshnivka,1313
AR of Crimea,Perekopskyi,Vyshnivska,Zelena Nyva,741
AR of Crimea,Perekopskyi,Zymynska,Kodzhalak,467
AR of Crimea,Perekopskyi,Zymynska,Ovrazhne,114
AR of Crimea,Perekopskyi,Zymynska,Voronky,136
AR of Crimea,Perekopskyi,Zymynska,Zymyne,1059
AR of Crimea,Simferopolskyi,Chystenska,Chystenke,4066
AR of Crimea,Simferopolskyi,Chystenska,Fontany,1885
AR of Crimea,Simferopolskyi,Chystenska,Komyshynka,163
AR of Crimea,Simferopolskyi,Chystenska,Levadky,807
AR of Crimea,Simferopolskyi,Chystenska,Novozburivka,466
AR of Crimea,Simferopolskyi,Chystenska,Trudoliubove,323
AR of Crimea,Simferopolskyi,Chystenska,Tryprudne,724
AR of Crimea,Simferopolskyi,Dobrivska,Andrusove,772
AR of Crimea,Simferopolskyi,Dobrivska,Chaikovske,108
AR of Crimea,Simferopolskyi,Dobrivska,Dobre,3455
AR of Crimea,Simferopolskyi,Dobrivska,Dzholman,7265
AR of Crimea,Simferopolskyi,Dobrivska,Fersmanove,393
AR of Crimea,Simferopolskyi,Dobrivska,Krasnolissia,1134
AR of Crimea,Simferopolskyi,Dobrivska,Lozove,1601
AR of Crimea,Simferopolskyi,Dobrivska,Mramorne,88
AR of Crimea,Simferopolskyi,Dobrivska,Perevalne,3583
AR of Crimea,Simferopolskyi,Dobrivska,Petropavlivka,91
AR of Crimea,Simferopolskyi,Dobrivska,Pryvilne,30
AR of Crimea,Simferopolskyi,Dobrivska,Zarichne,2043
AR of Crimea,Simferopolskyi,Donska,Davydove,5
AR of Crimea,Simferopolskyi,Donska,Dmytrove,254
AR of Crimea,Simferopolskyi,Donska,Donske,1894
AR of Crimea,Simferopolskyi,Donska,Klenivka,950
AR of Crimea,Simferopolskyi,Donska,Nyzhnokurhanne,70
AR of Crimea,Simferopolskyi,Donska,Spokiine,47
AR of Crimea,Simferopolskyi,Donska,Verkhnokurhanne,592
AR of Crimea,Simferopolskyi,Hresivska,Aeroflotskyi,2325
AR of Crimea,Simferopolskyi,Hresivska,Bakachyk-Kyiat,4869
AR of Crimea,Simferopolskyi,Hresivska,Bitumne,221
AR of Crimea,Simferopolskyi,Hresivska,Hresivskyi,18806
AR of Crimea,Simferopolskyi,Hvardiiska,Hvardiiske,12711
AR of Crimea,Simferopolskyi,Hvardiiska,Krasna Zorka,2508
AR of Crimea,Simferopolskyi,Hvardiiska,Malenke,1882
AR of Crimea,Simferopolskyi,Hvardiiska,Novyi Sad,496
AR of Crimea,Simferopolskyi,Hvardiiska,Sofiivka,3277
AR of Crimea,Simferopolskyi,Kolchuhynska,Kolchuhyne,4289
AR of Crimea,Simferopolskyi,Kolchuhynska,Prudove,1073
AR of Crimea,Simferopolskyi,Kolchuhynska,Rivnopillia,1028
AR of Crimea,Simferopolskyi,Mazanska,Krasnivka,615
AR of Crimea,Simferopolskyi,Mazanska,Lisnosillia,560
AR of Crimea,Simferopolskyi,Mazanska,Mazanka,2505
AR of Crimea,Simferopolskyi,Mazanska,Opushky,103
AR of Crimea,Simferopolskyi,Mazanska,Solovivka,74
AR of Crimea,Simferopolskyi,Molodizhnenska,Molodizhne,7235
AR of Crimea,Simferopolskyi,Molodizhnenska,Soniachne,1097
AR of Crimea,Simferopolskyi,Mykolaivska,Kliuchove,264
AR of Crimea,Simferopolskyi,Mykolaivska,Mykolaivka,2761
AR of Crimea,Simferopolskyi,Mykolaivska,Oleksandrivka,73
AR of Crimea,Simferopolskyi,Mykolaivska,Petrivka,78
AR of Crimea,Simferopolskyi,Mykolaivska,Rozdollia,1063
AR of Crimea,Simferopolskyi,Mykolaivska,Teplivka,1811
AR of Crimea,Simferopolskyi,Mykolaivska,Vinnytske,1074
AR of Crimea,Simferopolskyi,Myrnivska,Bilohlynka,2070
AR of Crimea,Simferopolskyi,Myrnivska,Hrusheve,90
